"Program","Size","Complexity","Engine","Batch","Query","Target","Output","Results"
"-o>o<o","6","H","davinci","AS II","Input: 00\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 10\nOutput: 000\n\nInput: 0110\nOutput: -\n\nInput: 00110\nOutput: -\n\nInput: 110\nOutput: 010\n\nInput: 00\nOutput: -\n\nInput: 01001\nOutput:","-","-","1"
"-o>o<o","6","H","davinci","AS II","Input: 00\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 10\nOutput: 000\n\nInput: 0110\nOutput: -\n\nInput: 00110\nOutput: -\n\nInput: 110\nOutput: 010\n\nInput: 00\nOutput: -\n\nInput: 111\nOutput:","010","-","0"
"+o[o+]","6","H","davinci","WS","Input: 01\nOutput: 11\n\nInput: 0010\nOutput:","11","0100","0"
"+o[o+]","6","H","davinci","WS","Input: 01\nOutput: 11\n\nInput: 00001\nOutput:","11","00011","0"
"+o[o+]","6","H","davinci","WS","Input: 01\nOutput: 11\n\nInput: 00010\nOutput:","11","011","0"
"+o[o+]","6","H","davinci","WS","Input: 01\nOutput: 11\n\nInput: 0\nOutput:","11","00","0"
"+o[o+]","6","H","davinci","WS","Input: 01\nOutput: 11\n\nInput: 100\nOutput:","-","011","0"
"+o[o+]","6","H","davinci","AS I","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 0010\nOutput:","11","11","1"
"+o[o+]","6","H","davinci","AS I","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 00001\nOutput:","11","11","1"
"+o[o+]","6","H","davinci","AS I","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 00010\nOutput:","11","11","1"
"+o[o+]","6","H","davinci","AS I","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 0\nOutput:","11","11","1"
"+o[o+]","6","H","davinci","AS I","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 100\nOutput:","-","11","0"
"+o[o+]","6","H","davinci","AS II","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 0001\nOutput: 11\n\nInput: 010\nOutput: 11\n\nInput: 011\nOutput: 11\n\nInput: 0010\nOutput:","11","11","1"
"+o[o+]","6","H","davinci","AS II","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 0001\nOutput: 11\n\nInput: 010\nOutput: 11\n\nInput: 011\nOutput: 11\n\nInput: 00001\nOutput:","11","11","1"
"+o[o+]","6","H","davinci","AS II","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 0001\nOutput: 11\n\nInput: 010\nOutput: 11\n\nInput: 011\nOutput: 11\n\nInput: 00010\nOutput:","11","11","1"
"+o[o+]","6","H","davinci","AS II","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 0001\nOutput: 11\n\nInput: 010\nOutput: 11\n\nInput: 011\nOutput: 11\n\nInput: 0\nOutput:","11","11","1"
"+o[o+]","6","H","davinci","AS II","Input: 01\nOutput: 11\n\nInput: 01\nOutput: 11\n\nInput: 001\nOutput: 11\n\nInput: 0001\nOutput: 11\n\nInput: 010\nOutput: 11\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput:","-","11","0"
"-o>-oo","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 01\nOutput:","-","-","1"
"-o>-oo","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 00\nOutput:","-","-","1"
"-o>-oo","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 00010\nOutput:","-","-","1"
"-o>-oo","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 1111\nOutput:","000","-","0"
"-o>-oo","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 0010\nOutput:","-","-","1"
"-o>-oo","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 01\nOutput:","-","011","0"
"-o>-oo","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 00\nOutput:","-","000","0"
"-o>-oo","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 00010\nOutput:","-","011","0"
"-o>-oo","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 1111\nOutput:","000","-","0"
"-o>-oo","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 0010\nOutput:","-","011","0"
"-o>-oo","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 11111\nOutput: 000\n\nInput: 01\nOutput:","-","-","1"
"-o>-oo","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 11111\nOutput: 000\n\nInput: 00\nOutput:","-","-","1"
"-o>-oo","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 11111\nOutput: 000\n\nInput: 00010\nOutput:","-","-","1"
"-o>-oo","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 11111\nOutput: 000\n\nInput: 1111\nOutput:","000","000","1"
"-o>-oo","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 011\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput: 000\n\nInput: 1\nOutput: 011\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 11111\nOutput: 000\n\nInput: 0010\nOutput:","-","-","1"
"-[>]<o","6","H","davinci","WS","Input: 01101\nOutput: -\n\nInput: 01111\nOutput:","-","-","1"
"-[>]<o","6","H","davinci","WS","Input: 01101\nOutput: -\n\nInput: 111\nOutput:","1","-","0"
"-[>]<o","6","H","davinci","WS","Input: 01101\nOutput: -\n\nInput: 0001\nOutput:","-","-","1"
"-[>]<o","6","H","davinci","WS","Input: 01101\nOutput: -\n\nInput: 01\nOutput:","-","-","1"
"-[>]<o","6","H","davinci","WS","Input: 01101\nOutput: -\n\nInput: 10000\nOutput:","0","-","0"
"-[>]<o","6","H","davinci","AS I","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 01111\nOutput:","-","-","1"
"-[>]<o","6","H","davinci","AS I","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 111\nOutput:","1","0","0"
"-[>]<o","6","H","davinci","AS I","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 0001\nOutput:","-","0","0"
"-[>]<o","6","H","davinci","AS I","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 01\nOutput:","-","0","0"
"-[>]<o","6","H","davinci","AS I","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 10000\nOutput:","0","0","1"
"-[>]<o","6","H","davinci","AS II","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 0000\nOutput: -\n\nInput: 00\nOutput: -\n\nInput: 10\nOutput: 0\n\nInput: 01111\nOutput:","-","1","0"
"-[>]<o","6","H","davinci","AS II","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 0000\nOutput: -\n\nInput: 00\nOutput: -\n\nInput: 10\nOutput: 0\n\nInput: 111\nOutput:","1","1","1"
"-[>]<o","6","H","davinci","AS II","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 0000\nOutput: -\n\nInput: 00\nOutput: -\n\nInput: 10\nOutput: 0\n\nInput: 0001\nOutput:","-","-","1"
"-[>]<o","6","H","davinci","AS II","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 0000\nOutput: -\n\nInput: 00\nOutput: -\n\nInput: 10\nOutput: 0\n\nInput: 01\nOutput:","-","-","1"
"-[>]<o","6","H","davinci","AS II","Input: 01101\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 1111\nOutput: 1\n\nInput: 0000\nOutput: -\n\nInput: 00\nOutput: -\n\nInput: 10\nOutput: 0\n\nInput: 10000\nOutput:","0","1","0"
"+[o+]","5","H","davinci","WS","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 00101\nOutput:","1","-","0"
"+[o+]","5","H","davinci","WS","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput:","-","-","1"
"+[o+]","5","H","davinci","WS","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 00110\nOutput:","1","-","0"
"+[o+]","5","H","davinci","WS","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 010\nOutput:","1","-","0"
"+[o+]","5","H","davinci","WS","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 0101\nOutput:","1","-","0"
"+[o+]","5","H","davinci","AS I","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 00101\nOutput:","1","-","0"
"+[o+]","5","H","davinci","AS I","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 10\nOutput:","-","-","1"
"+[o+]","5","H","davinci","AS I","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 00110\nOutput:","1","-","0"
"+[o+]","5","H","davinci","AS I","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 010\nOutput:","1","-","0"
"+[o+]","5","H","davinci","AS I","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 0101\nOutput:","1","-","0"
"+[o+]","5","H","davinci","AS II","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 01\nOutput: 1\n\nInput: 110\nOutput: -\n\nInput: 111\nOutput: -\n\nInput: 00101\nOutput:","1","-","0"
"+[o+]","5","H","davinci","AS II","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 01\nOutput: 1\n\nInput: 110\nOutput: -\n\nInput: 111\nOutput: -\n\nInput: 10\nOutput:","-","-","1"
"+[o+]","5","H","davinci","AS II","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 01\nOutput: 1\n\nInput: 110\nOutput: -\n\nInput: 111\nOutput: -\n\nInput: 00110\nOutput:","1","-","0"
"+[o+]","5","H","davinci","AS II","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 01\nOutput: 1\n\nInput: 110\nOutput: -\n\nInput: 111\nOutput: -\n\nInput: 010\nOutput:","1","-","0"
"+[o+]","5","H","davinci","AS II","Input: -\nOutput: 01\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 01\nOutput: 1\n\nInput: 110\nOutput: -\n\nInput: 111\nOutput: -\n\nInput: 0101\nOutput:","1","-","0"
">oo<-o","6","H","davinci","WS","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 101\nOutput:","000","-","0"
">oo<-o","6","H","davinci","WS","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 110\nOutput:","110","-","0"
">oo<-o","6","H","davinci","WS","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 111\nOutput:","110","-","0"
">oo<-o","6","H","davinci","WS","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 100\nOutput:","000","-","0"
">oo<-o","6","H","davinci","WS","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 001\nOutput:","00","-","0"
">oo<-o","6","H","davinci","AS I","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 101\nOutput:","000","000","1"
">oo<-o","6","H","davinci","AS I","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 110\nOutput:","110","000","0"
">oo<-o","6","H","davinci","AS I","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 111\nOutput:","110","000","0"
">oo<-o","6","H","davinci","AS I","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 100\nOutput:","000","000","1"
">oo<-o","6","H","davinci","AS I","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 001\nOutput:","00","-","0"
">oo<-o","6","H","davinci","AS II","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 101\nOutput:","000","000","1"
">oo<-o","6","H","davinci","AS II","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 110\nOutput:","110","000","0"
">oo<-o","6","H","davinci","AS II","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 111\nOutput:","110","000","0"
">oo<-o","6","H","davinci","AS II","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 100\nOutput:","000","-","0"
">oo<-o","6","H","davinci","AS II","Input: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10\nOutput: 000\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 001\nOutput:","00","-","0"
"-o>>o","5","H","davinci","WS","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 101\nOutput:","01","-","0"
"-o>>o","5","H","davinci","WS","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 1111\nOutput:","01","-","0"
"-o>>o","5","H","davinci","WS","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11110\nOutput:","01","-","0"
"-o>>o","5","H","davinci","WS","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 1100\nOutput:","00","-","0"
"-o>>o","5","H","davinci","WS","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 111\nOutput:","01","-","0"
"-o>>o","5","H","davinci","AS I","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 101\nOutput:","01","-","0"
"-o>>o","5","H","davinci","AS I","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1111\nOutput:","01","-","0"
"-o>>o","5","H","davinci","AS I","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 11110\nOutput:","01","10","0"
"-o>>o","5","H","davinci","AS I","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1100\nOutput:","00","-","0"
"-o>>o","5","H","davinci","AS I","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 111\nOutput:","01","-","0"
"-o>>o","5","H","davinci","AS II","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 101\nOutput:","01","-","0"
"-o>>o","5","H","davinci","AS II","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 1111\nOutput:","01","-","0"
"-o>>o","5","H","davinci","AS II","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 11110\nOutput:","01","01","1"
"-o>>o","5","H","davinci","AS II","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 1100\nOutput:","00","01","0"
"-o>>o","5","H","davinci","AS II","Input: 010\nOutput: -\n\nInput: 0010\nOutput: -\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput:","01","1","0"
">>+ooo","6","H","davinci","WS","Input: 000\nOutput: 111\n\nInput: 0\nOutput:","000","000","1"
">>+ooo","6","H","davinci","WS","Input: 000\nOutput: 111\n\nInput: 00101\nOutput:","-","01010","0"
">>+ooo","6","H","davinci","WS","Input: 000\nOutput: 111\n\nInput: 0100\nOutput:","111","000","0"
">>+ooo","6","H","davinci","WS","Input: 000\nOutput: 111\n\nInput: 100\nOutput:","111","000","0"
">>+ooo","6","H","davinci","WS","Input: 000\nOutput: 111\n\nInput: 00\nOutput:","000","000","1"
">>+ooo","6","H","davinci","AS I","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 0\nOutput:","000","-","0"
">>+ooo","6","H","davinci","AS I","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 00101\nOutput:","-","-","1"
">>+ooo","6","H","davinci","AS I","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 0100\nOutput:","111","-","0"
">>+ooo","6","H","davinci","AS I","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 100\nOutput:","111","-","0"
">>+ooo","6","H","davinci","AS I","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 00\nOutput:","000","-","0"
">>+ooo","6","H","davinci","AS II","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 0\nOutput:","000","000","1"
">>+ooo","6","H","davinci","AS II","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 00101\nOutput:","-","-","1"
">>+ooo","6","H","davinci","AS II","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 0100\nOutput:","111","-","0"
">>+ooo","6","H","davinci","AS II","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 100\nOutput:","111","-","0"
">>+ooo","6","H","davinci","AS II","Input: 000\nOutput: 111\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 00\nOutput:","000","-","0"
"-o+o-o","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 1111\nOutput:","010","-","0"
"-o+o-o","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 11\nOutput:","010","-","0"
"-o+o-o","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 00\nOutput:","-","-","1"
"-o+o-o","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 11110\nOutput:","010","-","0"
"-o+o-o","6","H","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: 0000\nOutput:","-","-","1"
"-o+o-o","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1111\nOutput:","010","-","0"
"-o+o-o","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput:","010","-","0"
"-o+o-o","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 00\nOutput:","-","-","1"
"-o+o-o","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 11110\nOutput:","010","-","0"
"-o+o-o","6","H","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 0000\nOutput:","-","-","1"
"-o+o-o","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 1111\nOutput:","010","010","1"
"-o+o-o","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 11\nOutput:","010","01","0"
"-o+o-o","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 00\nOutput:","-","-","1"
"-o+o-o","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 11110\nOutput:","010","010","1"
"-o+o-o","6","H","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: -\nOutput: 1\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 0000\nOutput:","-","0000","0"
">-ooo","5","H","davinci","WS","Input: 00101\nOutput: -\n\nInput: 000\nOutput:","-","-","1"
">-ooo","5","H","davinci","WS","Input: 00101\nOutput: -\n\nInput: 11\nOutput:","000","-","0"
">-ooo","5","H","davinci","WS","Input: 00101\nOutput: -\n\nInput: 0\nOutput:","111","-","0"
">-ooo","5","H","davinci","WS","Input: 00101\nOutput: -\n\nInput: 010\nOutput:","000","-","0"
">-ooo","5","H","davinci","WS","Input: 00101\nOutput: -\n\nInput: 011\nOutput:","000","-","0"
